Fecha; A�o ;Municipio;Paraje;Causa;Rasa;Arbolada; Total_(ha) ;X1;Y1;Latitud;Longitud
30/07/2017;2017;Fanzara;La Yesera;Desconocida / En investigación;0.04;0.11; <1 ;727754;4432795;40.01465117;-0.331430786
05/08/2017;2017;Llucena/Lucena del Cid;Pla de l'Abeller;Rayo;0;0.015; <1 ;724937;4450813;40.17756968;-0.358136184
11/09/2017;2017;Vila-real;Barranc Roig;Intencionado;0;3;3;742819;4424226;39.93334376;-0.158312459
22/09/2017;2017;Benafigos;Lloma de Benafigos;Rayo;0.04;0; <1 ;736378;4465612;40.30760007;-0.218459269
19/10/2017;2017;Vistabella del Maestrat;Mas de Farsa;Rayo;0;0.001; <1 ;732632;4469257;40.34145247;-0.261165288
09/11/2017;2017;Vall d'Uixó (la);Maquial;Negligencia;0.2;0; <1 ;733535;4409077;39.79961767;-0.272252322
13/11/2017;2017;Cabanes;Pla de Burgà/La Solana;Intencionado;0;6;6;761772;4450048;40.16001326;0.073629346
15/12/2017;2017;Borriana/Burriana;Clot de la Mare de Deu;Intencionado;0.07;0; <1 ;750628;4419178;39.88564634;-0.068973723
29/12/2017;2017;Culla;Serra d´Esparreguera;Negligencia;488.64;46.56;535.2;751035;4467579;40.32102436;-0.045424228
04/01/2018;2018;Almassora;Casa del Millonario;Intencionado;0.04;0; <1 ;749573;4426194;39.94908878;-0.078612951
19/01/2018;2018;Pobla de Benifassà (la);Aviadors- Muela del Fitó;Otras Causas;0.07;0; <1 ;775925;4509718;40.69219271;0.265442626
19/01/2018;2018;Sant Mateu;Baix la Vila;Intencionado;0.3;0; <1 ;770000;4484145;40.46412709;0.184490342
20/02/2018;2018;Vinaròs;La Parreta;Desconocida / En investigación;0;0.5; <1 ;789793;4488584;40.49738388;0.419583643
31/03/2018;2018;Tales;Baranc de la Pedrera;Rayo;0.05;0.02; <1 ;730185;4426012;39.95294611;-0.305377645
23/04/2018;2018;Altura;Barranco del Berro;Otras Causas;1.5;0;1.5;713412;4414474;39.8534848;-0.505317033
27/04/2018;2018;Torrechiva;Los Rosales;Rayo;0;0; <1 ;720934;4436796;40.05247431;-0.409898984
28/04/2018;2018;Cortes de Arenoso;El Moral;Rayo;0;0; <1 ;710478;4455074;40.21967296;-0.526406853
28/04/2018;2018;Vistabella del Maestrat;Batalla;Rayo;0;0.03; <1 ;724446;4463784;40.2944383;-0.35936323
08/05/2018;2018;Llucena/Lucena del Cid;Salto del Caballo;Rayo;0.01;0; <1 ;731869;4442375;40.09974698;-0.279838107
13/05/2018;2018;Pobla de Benifassà (la);Ombria del Forn;Rayo;0.001;0; <1 ;767345;4507120;40.67164998;0.16294603
14/05/2018;2018;Fanzara;Huertas;Negligencia;2;0;2;728984;4432877;40.01505651;-0.317004961
28/05/2018;2018;Pobla Tornesa (la);La Foia;Rayo;0;0.001; <1 ;753702;4442760;40.09691578;-0.02386649
06/06/2018;2018;Alcora (l');Monte la Foia;Rayo;0;0.003; <1 ;736163;4437898;40.05826433;-0.231151941
23/06/2018;2018;Barracas;Palancar de Abajo;Rayo;0;0.001; <1 ;693023;4433361;40.02840195;-0.73787559
28/06/2018;2018;Teresa;Benabal;Rayo;0;0; <1 ;702595;4419243;39.89906643;-0.630179987
29/06/2018;2018;Montán;Loma la Cierva;Rayo;0;0.5; <1 ;711764;4431948;40.01118891;-0.518888091
07/08/2018;2018;Toro (el);Barranco las Tenosas;Rayo;0;0.002; <1 ;689275;4427600;39.97738443;-0.783447437
16/08/2018;2018;Sant Mateu;Carrascal;Intencionado;0.249;0; <1 ;770109;4481017;40.43595485;0.184444304
16/08/2018;2018;Culla;Torrematella;Rayo;0.01;0; <1 ;747060;4460778;40.2610158;-0.094774579
17/08/2018;2018;Cabanes;Los Lorenzos;Rayo;0.001;0; <1 ;761973;4450509;40.16409802;0.076173557
22/08/2018;2018;Benafer;Cerro Negro;Rayo;0;0.35; <1 ;704166;4425995;39.95947148;-0.609704163
23/08/2018;2018;Vall de Almonacid;Loma de Navajas;Rayo;0;0.001; <1 ;714410;4420132;39.90416302;-0.491805493
23/08/2018;2018;Viver;El Cristo;Rayo;0;0.001; <1 ;704422;4423058;39.93297075;-0.607631106
05/09/2018;2018;Cabanes;El Campello;Rayo;0;0.001; <1 ;762428;4450177;40.16096917;0.08137385
21/09/2018;2018;Vistabella del Maestrat;Foyadores-Mas del Racó;Rayo;0;0.01; <1 ;732183;4462004;40.27630732;-0.269077907
15/12/2018;2018;Benicarló;Río Seco;Intencionado;0.001;0; <1 ;787554;4482988;40.44783602;0.39067212
15/05/2019;2019;Soneja;El Salto;Negligencia;0;0.45; <1 ;720535;4410901;39.81950457;-0.423333565
19/05/2019;2019;Fanzara;Partida;Rayo;0;0.037; <1 ;727353;4433651;40.02246324;-0.335824661
21/05/2019;2019;Villahermosa del Río;Masico Lobet;Rayo;0;0.001; <1 ;720471;4457471;40.23867801;-0.408254816
05/06/2019;2019;Eslida;La Costera;Desconocida / En investigación;0;0.01; <1 ;731100;4418118;39.8816517;-0.297473673
06/07/2019;2019;Forcall;Mas de Vito i Mas de Jaume;Rayo;0;0.3; <1 ;731637;4505744;40.67006607;-0.259525771
08/07/2019;2019;Llucena/Lucena del Cid;Mas d'Olaria;Rayo;0.003;0; <1 ;729080;4452028;40.18738397;-0.309095031
17/07/2019;2019;Serratella (la);Embrosaes;Rayo;2;0;2;758711;4464748;40.29321338;0.043655528
17/07/2019;2019;Portell de Morella;Mas d'Enbela;Rayo;0;0.1; <1 ;732275;4494663;40.57017472;-0.256072045
23/07/2019;2019;Olocau del Rey;Mas del Mojón;Otras Causas;0;1;1;724002;4500795;40.62763732;-0.351523852
26/07/2019;2019;Vilanova d'Alcolea;Roca Ensanou;Rayo;0.03;0; <1 ;757878;4462219;40.27071798;0.032850693
01/09/2019;2019;Vistabella del Maestrat;Umbria Tormegal;Rayo;0;0.015; <1 ;727960;4469306;40.34318238;-0.316094658
01/09/2019;2019;Zucaina;Casa Alta;Rayo;0.002;0; <1 ;717606;4447327;40.14812589;-0.445332849
18/09/2019;2019;Puebla de Arenoso;Cabezo;Rayo;0;0.25; <1 ;705969;4439662;40.08206148;-0.584275683
07/10/2019;2019;Altura;Ribas;Otras Causas;0.01;0; <1 ;705963;4413355;39.84525097;-0.592670604
27/02/2020;2020;Altura;Berro;Desconocida / En investigación;0.005;0; <1 ;712146;4415731;39.86511699;-0.519695295
10/03/2020;2020;Peníscola/Peñíscola;La Escucha;Negligencia;0;0.53; <1 ;782106;4465264;40.29029105;0.318698723
09/07/2020;2020;Pavías;Barranco de Pavías;Rayo;0.01;0; <1 ;714529;4428297;39.97762791;-0.487726634
10/07/2020;2020;Toro (el);Solana Mesura;Rayo;0;0.001; <1 ;686867;4425864;39.96229046;-0.812125994
12/07/2020;2020;Benafigos;Serradetes;Rayo;0;0.01; <1 ;743570;4458072;40.23768952;-0.136792351
12/07/2020;2020;Vistabella del Maestrat;Devesa;Rayo;0;0.001; <1 ;731480;4463766;40.29235864;-0.276700979
14/07/2020;2020;Atzeneta del Maestrat;Carrascal de les Voltes;Rayo;0.001;0; <1 ;734234;4460736;40.26432499;-0.245443779
24/07/2020;2020;Tírig;Pla de la Calba;Desconocida / En investigación;0.014;0; <1 ;762384;4481990;40.44717973;0.093900024
12/08/2020;2020;Vilafamés;El Morral;Rayo;0;0; <1 ;750520;4443685;40.10619143;-0.060788848
12/08/2020;2020;Benlloc;Serraes;Rayo;0.002;0; <1 ;755094;4458233;40.23570899;-0.00143337
09/09/2020;2020;Segorbe;Masia Nueva;Rayo;0.01;0.01; <1 ;717746;4403834;39.75661168;-0.458232499
10/09/2020;2020;Onda;Raco de Talàs;Rayo;0;0.002; <1 ;734697;4424144;39.93489574;-0.253288205
10/09/2020;2020;Alcora (l');Rabosera;Rayo;0;0.01; <1 ;742440;4441007;40.08445943;-0.156478769
17/09/2020;2020;Cabanes;Partida El Clauguet;Rayo;0;0.05; <1 ;760644;4449760;40.15777289;0.060286254
17/10/2020;2020;Zorita del Maestrazgo;Masia San Antonio;Desconocida / En investigación;1;0;1;741510;4510570;40.7106577;-0.140997927
19/10/2020;2020;Cabanes;Pla de las Muletas;Desconocida / En investigación;0.02;0; <1 ;759801;4441607;40.08468279;0.047122268
29/10/2020;2020;Bejís;Arteas;Desconocida / En investigación;76.32;0;76.32;692906;4418569;39.89525859;-0.743629581
22/02/2021;2021;Ayódar;Camino del collado;Rayo;0;0; <1 ;725882;4429565;39.98608345;-0.354465571
23/02/2021;2021;Torreblanca;Plá de Roquet;Desconocida / En investigación;0.03;0; <1 ;769725;4456175;40.21261471;0.169444306
21/03/2021;2021;Rossell;Planes del Ullastre;Negligencia;0.06;0; <1 ;774850;4503899;40.64021427;0.250195511
12/04/2021;2021;Sant Joan de Moró;Ermita de Sant Vicent;Rayo;0;0.03; <1 ;748000;4439424;40.06859705;-0.091951787
21/04/2021;2021;Morella;Mas de Roc;Rayo;0;0; <1 ;740630;4502620;40.63938419;-0.154448456
15/05/2021;2021;Segorbe;Fuente Moron;Negligencia;1;0;1;714748;4415978;39.86668602;-0.489220271
22/05/2021;2021;Navajas;Sobrellano;Negligencia;0.1;0; <1 ;712794;4417327;39.87932116;-0.511606528
14/06/2021;2021;Sot de Ferrer;Rio Paláncia;Otras Causas;0.07;0; <1 ;721266;4409370;39.80553425;-0.415317467
24/06/2021;2021;Castellón de la Plana/Castelló de la Plana;Raca;Rayo;0.3;0; <1 ;754755;4437264;40.04714805;-0.013692191
20/07/2021;2021;Benafigos;Mas de la Porrona;Rayo;0.09;0; <1 ;735662;4464098;40.29417815;-0.227432763
20/07/2021;2021;Ludiente;Benachera;Rayo;0;0.015; <1 ;721217;4441875;40.0981133;-0.404848677
20/07/2021;2021;Castillo de Villamalefa;Roque-Chiva;Rayo;0;0.055; <1 ;725865;4445422;40.12880211;-0.349136365
21/07/2021;2021;Cabanes;Pou de la Bota;Rayo;0.007;0; <1 ;761009;4448202;40.14364281;0.063935508
21/07/2021;2021;Vistabella del Maestrat;Sierra Batalla;Rayo;0.651;0; <1 ;725288;4464164;40.29763173;-0.349333284
14/08/2021;2021;Culla;Font de L'Onzell;Rayo;0;0; <1 ;739868;4469996;40.34605444;-0.175793092
19/08/2021;2021;Peníscola/Peñíscola;Corral Blanc;Rayo;0.001;0; <1 ;785734;4476400;40.38921363;0.366289239
23/08/2021;2021;Culla;Racó dels Corrals;Rayo;0.04;0; <1 ;742497;4466633;40.31503423;-0.146151415
01/09/2021;2021;Borriol;Talaya;Rayo;0.003;0; <1 ;755120;4440900;40.07975229;-0.007987025
09/09/2021;2021;Onda;Pic de Sales;Intencionado;0;0.01; <1 ;736960;4425295;39.94462374;-0.226414436
18/09/2021;2021;Benafigos;Más de Giner;Rayo;0;0; <1 ;739743;4460932;40.26452901;-0.180658891
16/02/2022;2022;Sierra Engarcerán;Mas de Agut;Negligencia;7.351;0;7.35;750905;4460924;40.26118593;-0.04955969
21/05/2022;2022;Montanejos;Río Mijares;Negligencia;0.057;0; <1 ;711034;4438600;40.07124846;-0.525268408
26/05/2022;2022;Cortes de Arenoso;El Cerro;Rayo;0;0.081; <1 ;713517;4445249;40.13047075;-0.493981039
14/06/2022;2022;Toro (el);Peña Guitón;Rayo;0.001;0; <1 ;693641;4428607;39.98546147;-0.732055785
14/06/2022;2022;Rossell;Les Sorts;Rayo;0.001;0; <1 ;767716;4502349;40.62861455;0.165298418
14/06/2022;2022;Rossell;Barranco Narquéz;Rayo;0.526;0; <1 ;770270;4502648;40.63047279;0.19557913
15/06/2022;2022;Vallibona;Camino Rosell a Vallibona/Mas del Coll;Rayo;1.7;0.5;2.2;769067;4499353;40.60122702;0.179969164
17/06/2022;2022;Caudiel;Monte Royo;Otras Causas;80.384;17.705;98.09;709020;4423433;39.9352239;-0.55374579
28/06/2022;2022;Zorita del Maestrazgo;Venta Ciprian;Rayo;0;0.005; <1 ;737719;4514699;40.74891185;-0.18425708
27/07/2022;2022;Vilafranca/Villafranca del Cid;Masia Cañada;Rayo;0;0; <1 ;734500;4481959;40.45523109;-0.234520562
27/07/2022;2022;Cortes de Arenoso;Garranchosa;Rayo;0;0.113; <1 ;712253;4448651;40.16141227;-0.507683594
29/07/2022;2022;Pobla de Benifassà (la);Tossal de Paulino;Rayo;0;0.012; <1 ;768722;4504906;40.65128809;0.178267118
29/07/2022;2022;Castellón de la Plana/Castelló de la Plana;la Barca d'Alcosser;Intencionado;0.18;0; <1 ;714169;4330471;39.09709148;-0.523452413
04/08/2022;2022;Pobla de Benifassà (la);La Foieta de Baix;Intencionado;0.026;0; <1 ;770564;4507830;40.67698714;0.201279413
13/08/2022;2022;Vall d'Uixó (la);Carbonaire;Otras Causas;3.73;0;3.73;737086;4412571;39.83008002;-0.229557894
14/08/2022;2022;Costur;Pla del Maneguet;Otras Causas;727.788;0;727.79;740816;4447111;40.13985301;-0.173229381
17/08/2022;2022;Vilafranca/Villafranca del Cid;Mas de Patiràs;Rayo;0;0.001; <1 ;730479;4476059;40.40326149;-0.284027837
17/08/2022;2022;Albocàsser;La Llacunasa;Rayo;3.761;0;3.76;753455;4475422;40.39085717;-0.013864227
18/08/2022;2022;Pavías;Rambla de Artea;Rayo;0;0.011; <1 ;716750;4427118;39.96644928;-0.462134006
03/09/2022;2022;Rossell;Peña del Aguila;Rayo;0;0; <1 ;775193;4506448;40.66302637;0.255360576
02/04/2017;2017;Puebla de Arenoso;Ermita de los Angeles;Desconocida / En investigación;0;0.4; <1 ;707420;4440960;40.09338942;-0.566855739
16/04/2017;2017;Benicàssim/Benicasim;Masía de les Tres Portes;Rayo;0.1;0; <1 ;757277;4436461;40.03915785;0.015514302
24/05/2017;2017;Sant Mateu;Clot de Valons;Intencionado;1.5;0;1.5;768133;4482550;40.45038382;0.161828772
29/05/2017;2017;Azuébar;Los Chorros;Intencionado;0.1;0; <1 ;725087;4413542;39.84208214;-0.36929436
30/05/2017;2017;Catí;l'Avellà;Negligencia;0.005;0; <1 ;754089;4487595;40.50018174;-0.001537111
12/06/2017;2017;Alcora (l');Urb. El Pantano Lago Azul;Intencionado;0;0.15; <1 ;741482;4436200;40.04147795;-0.169494028
21/06/2017;2017;Vilafranca/Villafranca del Cid;Pla de l'Alt;Rayo;0.001;0; <1 ;732804;4475334;40.39609077;-0.256924596
03/07/2017;2017;Vila-real;Madrigal;Intencionado;0;0.1; <1 ;745333;4427397;39.96115361;-0.127731947
08/07/2017;2017;Coves de Vinromà (les);El Collet;Intencionado;0.3;0; <1 ;766483;4467321;40.31391928;0.136034191
09/07/2017;2017;Azuébar;Monte Plano;Intencionado;0.3;0; <1 ;724764;4412501;39.83279807;-0.373422886
12/07/2017;2017;Vall d'Alba;Tossal Roig;Intencionado;0;10;10;751290;4450632;40.16846842;-0.049061148
13/07/2017;2017;Vall d'Alba;Mas de Cualet;Otras Causas;0.04;0; <1 ;750463;4452535;40.18583792;-0.058020593
21/07/2017;2017;Fuentes de Ayódar;Juan Lentejas;Rayo;0;0.01; <1 ;720091;4431976;40.00931184;-0.421407615
31/07/2017;2017;Sot de Ferrer;El Juncar;Otras Causas;0;0.1; <1 ;722665;4407564;39.78891372;-0.399603757
01/08/2017;2017;Vistabella del Maestrat;Albaches d'Alt;Rayo;0;0.01; <1 ;728923;4461161;40.26961915;-0.307682551
10/08/2017;2017;Alcalà de Xivert;Punta de Cap i Corb;Intencionado;0.2;0; <1 ;777739;4456004;40.20846114;0.263397745
29/08/2017;2017;Pobla Tornesa (la);La Rambleta;Rayo;0.004;0; <1 ;754938;4443936;40.10712336;-0.008922079
22/09/2017;2017;Sierra Engarcerán;La Palomita;Rayo;0.01;0; <1 ;750054;4457270;40.22856354;-0.060977717
24/09/2017;2017;Vistabella del Maestrat;Mas de Roig;Rayo;2.2;1.6;3.8;724436;4459257;40.25369892;-0.361066085
15/12/2017;2017;Borriana/Burriana;Clot de la Mare de Deu;Intencionado;0.04;0; <1 ;750699;4419323;39.88693009;-0.068088797
27/12/2017;2017;Vall d'Uixó (la);Poualets;Desconocida / En investigación;0;0.2; <1 ;737389;4412909;39.83303727;-0.225898676
29/12/2017;2017;Suera/Sueras;La Rosa;Negligencia;0;2.5;2.5;726935;4426652;39.95958401;-0.343161334
01/01/2018;2018;Vistabella del Maestrat;El Calvari;Negligencia;0.04;0; <1 ;729875;4463792;40.29303538;-0.295554043
06/01/2018;2018;Figueroles;Cabezo;Rayo;0;0; <1 ;736307;4443639;40.10988786;-0.227368831
06/01/2018;2018;Onda;Pedrizas;Rayo;0;0; <1 ;737760;4432889;40.01273916;-0.214285168
25/01/2018;2018;Sant Mateu;Quatre Motjana;Intencionado;1.2;0;1.2;768759;4484137;40.46445727;0.1698714
10/02/2018;2018;Torreblanca;Prat;Intencionado;100;0;100;772477;4454311;40.19495775;0.200945043
19/02/2018;2018;Coves de Vinromà (les);Hort de Granell;Negligencia;1.5;0;1.5;764939;4470815;40.34584194;0.119337806
07/03/2018;2018;Mata de Morella (la);Río Cantavieja- Molino de la Punta;Intencionado;0.031;0; <1 ;730035;4499320;40.61270704;-0.280807041
20/03/2018;2018;Torreblanca;El Prat;Intencionado;206;0;206;772942;4454916;40.20024884;0.206656204
24/03/2018;2018;Jérica;La Tarihuela;Negligencia;1;2;3;709760;4420482;39.90847707;-0.546041747
25/03/2018;2018;Borriana/Burriana;Riu Sec de Betxí;Intencionado;0.05;0; <1 ;750490;4419146;39.88539916;-0.070597872
31/03/2018;2018;Culla;Masia Barreda;Negligencia;0.2;0; <1 ;740102;4467819;40.32639788;-0.173859227
09/05/2018;2018;Borriol;Peña;Negligencia;0.01;0; <1 ;751168;4441966;40.09053126;-0.053863427
21/05/2018;2018;Sant Jordi/San Jorge;Los Senien;Rayo;0;0.05; <1 ;783012;4492118;40.5315063;0.341277007
21/05/2018;2018;Sant Jordi/San Jorge;Los Senien;Rayo;0;0.15; <1 ;783058;4491383;40.52488029;0.34149051
13/06/2018;2018;Eslida;El Castell;Intencionado;0.05;0; <1 ;730147;4417744;39.87854475;-0.308738305
29/06/2018;2018;Bejís;Barranco la Serratilla;Rayo;0;0.006; <1 ;695304;4421622;39.92219506;-0.714688093
09/07/2018;2018;Peníscola/Peñíscola;Poach;Rayo;0;0; <1 ;784377;4479440;40.41701865;0.351685458
10/07/2018;2018;Benicàssim/Benicasim;Cueva Queralt;Otras Causas;0.01;0; <1 ;760503;4439233;40.06310747;0.054389557
22/07/2018;2018;Zorita del Maestrazgo;Solana de l'Orgí;Rayo;0;0.075; <1 ;740396;4514907;40.75000568;-0.152505631
06/08/2018;2018;Torás;Hoya Elvira;Rayo;0;0.001; <1 ;697443;4424839;39.95066042;-0.688703516
07/08/2018;2018;Llucena/Lucena del Cid;La Talaia;Rayo;0.005;0; <1 ;731481;4452479;40.19078391;-0.280759194
13/08/2018;2018;Soneja;Almaros;Rayo;0;0.015; <1 ;726285;4411106;39.81983879;-0.356147981
16/08/2018;2018;Sant Mateu;Campo- Povet;Intencionado;0.18;0; <1 ;766484;4484109;40.46493781;0.14306569
17/08/2018;2018;Alcora (l');Racó del Corb;Rayo;0;0.3; <1 ;739337;4442252;40.09655032;-0.19237092
17/08/2018;2018;Artana;Penya de Mig dia;Rayo;0.06;0; <1 ;736514;4418840;39.88665732;-0.233968784
21/08/2018;2018;Villahermosa del Río;Salvatierra;Rayo;0;0.011; <1 ;718756;4454652;40.21375558;-0.429356131
23/08/2018;2018;Viver;Morredondo;Rayo;0;0.001; <1 ;700536;4423140;39.93463818;-0.653047761
28/08/2018;2018;Segorbe;Somat;Rayo;0;0.025; <1 ;718242;4405194;39.76872648;-0.451996588
30/08/2018;2018;Vinaròs;El Puig;Negligencia;0.004;0; <1 ;790050;4490506;40.51457851;0.423490896
04/09/2018;2018;Eslida;Masia;Rayo;0;0.002; <1 ;730636;4420505;39.90326088;-0.302051355
06/09/2018;2018;Castellnovo;Malaza;Rayo;0;0.001; <1 ;716954;4416484;39.87067962;-0.463284109
09/09/2018;2018;Useres (les)/Useras;Serretes;Rayo;0;0; <1 ;743529;4448858;40.15479165;-0.140761053
13/09/2018;2018;Figueroles;Bovalar;Rayo;0.005;0; <1 ;734288;4444131;40.11487997;-0.250853831
03/02/2019;2019;Benicarló;Desembocadura del río seco;Negligencia;0.03;0; <1 ;791546;4480065;40.42016033;0.43632371
03/02/2019;2019;Sierra Engarcerán;Mas d'Agut;Otras Causas;0;0.6; <1 ;751014;4460635;40.258553;-0.048392647
01/03/2019;2019;Sot de Ferrer;Río Palancia;Otras Causas;0.35;0; <1 ;721389;4409488;39.80656436;-0.413842221
09/03/2019;2019;Sierra Engarcerán;Sauco;Negligencia;0;0.3; <1 ;753545;4459982;40.25191523;-0.01892729
11/04/2019;2019;Almassora;La Foia (Casa del Millonario);Intencionado;0.05;0; <1 ;749460;4426335;39.95039083;-0.079880062
19/05/2019;2019;Ayódar;La Jara Alta;Rayo;0;0.001; <1 ;724445;4429669;39.98740229;-0.371243075
02/07/2019;2019;Sant Mateu;Font de les Piques;Negligencia;0;15.65;15.65;770923;4486184;40.48216765;0.196230954
02/07/2019;2019;Vila-real;El Termet;Negligencia;0.06;0; <1 ;746072;4427459;39.9614969;-0.119066875
14/07/2019;2019;Cabanes;El Bombí;Desconocida / En investigación;0.02;0; <1 ;767006;4449556;40.15394029;0.134795167
16/07/2019;2019;Vallibona;Escala de Turmell;Rayo;0;0.003; <1 ;761542;4496449;40.57751664;0.089955855
17/07/2019;2019;Castellfort;Mas del Troncho;Rayo;0;0.001; <1 ;735491;4485196;40.48407902;-0.221645547
26/07/2019;2019;Morella;Mas de Regatxol;Rayo;0.001;0; <1 ;754753;4503940;40.64702529;0.012882957
26/07/2019;2019;Segorbe;Portillo;Rayo;0.085;0; <1 ;718958;4406702;39.78211647;-0.443142487
26/07/2019;2019;Barracas;Cerro Larios;Rayo;0;0; <1 ;698206;4426991;39.96985534;-0.679123389
16/08/2019;2019;Jana (la);Basa de Llaurens;Intencionado;0.377;0; <1 ;772851;4487386;40.49234844;0.219459823
01/09/2019;2019;Rossell;Font de l' argent;Rayo;0;0.002; <1 ;772038;4499338;40.60012053;0.215023212
23/11/2019;2019;Tírig;Tancat de Roc;Otras Causas;0.4;0; <1 ;761349;4477535;40.40742802;0.079882163
27/11/2019;2019;Sant Mateu;Baix la Vila;Intencionado;0.337;0; <1 ;769826;4483310;40.45667263;0.18208634
02/12/2019;2019;Coves de Vinromà (les);Campas;Intencionado;0.03;0; <1 ;767287;4467249;40.31301483;0.145452284
12/03/2020;2020;Almassora;Boverot;Intencionado;0.1;0; <1 ;744845;4429061;39.97626856;-0.132812491
12/05/2020;2020;Viver;El Sargal;Negligencia;0.015;0; <1 ;705614;4420825;39.91258076;-0.594396557
16/06/2020;2020;Llucena/Lucena del Cid;Mas de Llorens;Rayo;0;0.004; <1 ;730376;4449348;40.16291067;-0.294846054
22/07/2020;2020;Gaibiel;Simas;Rayo;0;0.002; <1 ;714483;4424664;39.94493825;-0.489461836
12/08/2020;2020;Pobla Tornesa (la);EL Burbar;Rayo;0.002;0.002; <1 ;756628;4441492;40.08462069;0.00991037
13/08/2020;2020;Sierra Engarcerán;Els Macos;Rayo;0;0.001; <1 ;750648;4455647;40.21378313;-0.054637827
28/08/2020;2020;Atzeneta del Maestrat;Roques del Moregot;Rayo;2.5;0;2.5;734294;4458501;40.2441955;-0.245555178
29/08/2020;2020;Caudiel;Candelar;Rayo;0;0.002; <1 ;708295;4427333;39.97050919;-0.560976126
02/09/2020;2020;Santa Magdalena de Pulpis;Estelaes;Rayo;0.4;0; <1 ;771088;4477312;40.4023096;0.194390926
07/09/2020;2020;Peníscola/Peñíscola;Cala Argilaga;Rayo;0;0.06; <1 ;782731;4464119;40.27978172;0.325534242
02/11/2020;2020;Matet;Zoraigue;Negligencia;1;0.7;1.7;715444;4424275;39.94119275;-0.478352141
03/04/2021;2021;Villahermosa del Río;El Colladín;Rayo;0;0.05; <1 ;713634;4456492;40.23163773;-0.48887861
21/05/2021;2021;Navajas;El Nogueral;Negligencia;0.015;0; <1 ;713105;4417348;39.87943213;-0.507966115
08/06/2021;2021;Cirat;Campillo;Rayo;0;0.019; <1 ;719870;4439902;40.08070814;-0.421306158
09/06/2021;2021;Borriol;Bocaverd;Rayo;0.001;0; <1 ;752338;4441071;40.08212867;-0.040505936
10/07/2021;2021;Vall d'Alba;Ermita de San Cristobal;Otras Causas;0.003;0; <1 ;751529;4452401;40.18431351;-0.045567244
20/07/2021;2021;Cortes de Arenoso;Masía el Camino;Rayo;0;0.004; <1 ;711406;4448719;40.16223794;-0.517598085
23/07/2021;2021;Sant Joan de Moró;Embalse Mª Cristina;Negligencia;0.6;0.6;1.2;743028;4436030;40.03950426;-0.151457538
26/07/2021;2021;Caudiel;Carretera de Higueras;Rayo;0;0.001; <1 ;709561;4426126;39.95933152;-0.546553355
01/08/2021;2021;Vilar de Canes;La Segarra;Rayo;2;0;2;750570;4471816;40.35928555;-0.049228339
23/08/2021;2021;Benassal;Mas de Panis;Rayo;0.5;0; <1 ;746360;4473697;40.37746395;-0.098019102
24/08/2021;2021;Chóvar;Logroño;Rayo;0.01;0; <1 ;728996;4414136;39.8463836;-0.323446723
09/09/2021;2021;Onda;Pic de Sales;Intencionado;0;0.042; <1 ;736799;4425176;39.94359787;-0.228340086
03/02/2022;2022;Atzeneta del Maestrat;Pou de la Riva;Negligencia;0.515;0; <1 ;736876;4458498;40.24344233;-0.215235109
03/04/2022;2022;Culla;Mas del Pla de Sabater;Negligencia;0.085;0; <1 ;743376;4466497;40.31355494;-0.135870787
05/04/2022;2022;Viver;Cerro Negro;Otras Causas;0.818;0; <1 ;704784;4425141;39.95163443;-0.602743408
30/04/2022;2022;Xodos/Chodos;Mas de Montoliu;Rayo;0;0.001; <1 ;727766;4455401;40.21809737;-0.323319617
30/04/2022;2022;Viver;Alto Santa Cruz;Rayo;0;0.003; <1 ;704662;4420986;39.91426056;-0.605474897
23/05/2022;2022;Jérica;El Álamo;Otras Causas;0.741;0; <1 ;708880;4420548;39.90928852;-0.556306799
16/06/2022;2022;Xert;Sierra Espadella;Rayo;10;6.737;16.74;761776;4493237;40.54854825;0.091385702
27/06/2022;2022;Vilavella (la);Massianets;Rayo;0;0.016; <1 ;739633;4416460;39.86436385;-0.198405196
07/07/2022;2022;Sant Joan de Moró;Fortuño;Rayo;0;0.05; <1 ;745466;4437632;40.05321385;-0.122308904
15/07/2022;2022;Ares del Maestrat;Mas de Mariana;Otras Causas;0.02;0; <1 ;742327;4485528;40.48510014;-0.140960605
19/07/2022;2022;Chilches/Xilxes;Montañeta de Xalma;Intencionado;0.257;0; <1 ;740744;4409220;39.79889544;-0.188090959
20/07/2022;2022;Segorbe;Arguinas;Otras Causas;0;0.031; <1 ;723429;4406108;39.77560838;-0.391185333
26/07/2022;2022;Benassal;Racó Morral;Rayo;0.001;0; <1 ;739993;4477202;40.4108597;-0.17161065
27/07/2022;2022;Cortes de Arenoso;Marroyo Rula;Rayo;0;0.003; <1 ;708344;4450396;40.1780982;-0.552979544
28/07/2022;2022;Castillo de Villamalefa;Peñas de Castellón;Rayo;0;0.106; <1 ;723834;4444017;40.11669994;-0.373436407
05/08/2022;2022;Traiguera;Les Sorts;Intencionado;0.394;0; <1 ;778260;4490406;40.51771628;0.284510037
17/08/2022;2022;Catí;Mas de Segarra de Baix;Rayo;4.585;1.671;6.26;751565;4475672;40.3936791;-0.03600462
17/08/2022;2022;Vilafranca/Villafranca del Cid;Tossal de Coder;Rayo;0.071;0; <1 ;726268;4480434;40.44378826;-0.332042736
18/08/2022;2022;Traiguera;Barranquet;Intencionado;3.882;0;3.88;778255;4490432;40.51795181;0.284462535
