"date","ScatRed3000","ScatGreen3000","ScatBlue3000","BackRed3000","BackGreen3000","BackBlue3000","SampleT3000","EnclosureT3000","RH3000","Pressure3000","Angstrom3000","ScatRed4000","ScatGreen4000","ScatBlue4000","BackRed4000","BackGreen4000","BackBlue4000","SampleT4000","EnclosureT4000","RH4000","Pressure4000","Angstrom4000"
"2023-03-14",13.7811886834931,14.0870990156267,15.6398165603603,2.09095733873711,2.0928044823236,2.35095252671628,26.4528,24.655025,17.19015,1003.533575,0.349081719810971,11.5338587107959,12.1451270375555,13.6965234020229,2.46029704217692,1.83817562730368,2.73484147145338,23.9537125,24.54595,16.49195,1000.36905,0.481412669810227
"2023-03-15",32.8895962194796,35.9139137135715,41.3840954984394,4.43769158970757,4.72612842715804,5.37060675208555,26.53565625,24.8019722222222,25.9090798611111,1004.05151388889,0.449056245175048,25.6841692625292,29.6948653297434,35.0537170007233,4.36036081472679,4.14882946177286,5.45074599318713,24.1273819444444,24.7382708333333,20.2290555555556,1000.87329513889,0.689703957347301
"2023-03-16",30.2237096070113,33.0471307357065,38.3649986997335,4.65291958801463,5.04216780706536,5.7837565243622,26.6274548611111,24.8793368055556,26.2499965277778,1000.97565625,0.564961362040461,26.5730973022971,30.5848419181742,36.1126567872969,4.78479994978563,4.67513214613714,6.11872432628283,24.2287291666667,24.8489513888889,19.7894305555556,997.782253472222,0.719023846697452
"2023-03-17",38.6513127905398,42.8251042403807,49.4564162123282,5.59860044878053,6.14251026109187,6.74834663096363,26.873641025641,25.0547728937729,30.9581978021978,1000.12727472527,0.710871513527042,30.2300280794897,35.5408779633759,42.267135051104,5.22917436991693,5.29870083192401,6.77357829539643,24.5328205128205,25.0681501831502,22.0245018315018,996.933758241758,0.92041325463935
"2023-03-18",41.0988170972217,48.3971835983205,58.6442912624896,6.44044344181254,7.39581740369339,8.59014599921702,26.6611493055556,24.8926805555556,34.0621666666667,1000.45959375,1.00886894690443,34.0147837046919,41.9240505140612,51.6304499170091,6.21181182132034,6.6332733008016,8.49171148849381,24.2102222222222,24.8631979166667,23.0722048611111,997.276090277778,1.19249932956549
"2023-03-19",15.1225313959091,16.7149658738267,19.6474941827901,2.59154666728447,2.74738179815089,3.22452384114319,26.5686293706294,24.7809965034965,28.8654160839161,1004.9069965035,0.725955871426646,13.194951157717,14.9035118473926,17.8091889954181,2.89408002785439,2.49059392358408,3.50762590828934,24.0839825174825,24.7083636363636,21.1489615384615,1001.72915734266,0.806020649054248
"2023-03-20",29.5533022006959,35.7552298072345,43.9074112363186,4.74461073157794,5.31604287855468,6.17126550231898,26.7051648351648,24.9197948717949,32.1487765567766,1006.87164468864,1.06692091062387,24.3519701672082,30.2994675813334,37.5584791155339,4.71561713808211,4.67990782080192,6.09574569741673,24.2481062271062,24.8542893772894,22.5193772893773,1003.67865934066,1.18572238674761
"2023-03-21",49.1597507220948,61.8975486411338,78.0561284436319,7.5585074200203,8.74952000981741,10.2673589063922,26.6872777777778,24.8787673611111,35.4429930555556,1003.63076388889,1.28491726858187,39.9709540363751,53.4931725995966,68.8267039285136,7.23717151383654,7.91091258437737,10.0561788923687,24.2056909722222,24.7969131944444,23.7381111111111,1000.43920486111,1.52963521893651
"2023-03-22",81.9075250876243,105.00068056565,131.585794126777,10.5063215565675,12.6019350287132,15.107437088147,26.8918923611111,25.0882361111111,38.0271736111111,1002.27211111111,1.43424981957875,68.0885650074492,94.7956883497233,120.675217562869,10.0523155310737,11.6979451142889,14.5524131195142,24.4275104166667,25.0020868055556,24.7323888888889,999.076208333333,1.73551744818092
"2023-03-23",46.3326656917986,57.7818976922784,72.1288603477056,7.65616927486235,9.17288341484808,11.0185222037451,26.7164349442379,24.9215130111524,32.7226914498141,1001.17803717472,1.26797601617607,39.1131331935233,52.6283321429534,67.0443180670965,7.17373273046403,8.06952509615064,10.2527338003037,24.29756133829,24.8822416356877,22.440063197026,997.981130111524,1.49987454769487
"2023-03-24",25.6944708140526,30.5774850563581,37.2350586793565,5.13567108572561,5.99439016430417,7.28765024925058,26.7254130434783,24.8740760869565,25.1568115942029,1002.56713768116,1.06865894176007,20.8960588239896,26.4378498851967,33.5319047762629,4.62038669724429,5.03463083995102,6.84632879053944,24.3584927536232,24.8071739130435,19.5541376811594,999.466764492754,1.38549514597012
"2023-03-25",14.8418425995751,17.1344820770587,20.7144231392989,3.17009940739525,3.56297278483092,4.46689255930567,26.5364027777778,24.7307430555556,35.3058993055556,1005.84925347222,0.852271709331572,11.9976498058741,14.8649594055713,18.4918698550639,2.97195840123712,2.7087754499059,3.7953842850238,24.0716909722222,24.6153819444444,23.91240625,1002.64233680556,1.23059345397015
"2023-03-26",11.9813885747938,13.6472345027211,16.3331644874776,2.70629893128574,3.05513673551614,3.84737223324133,26.7769039145907,24.9515800711744,28.2543167259786,1002.60356227758,0.691923414126767,10.2224423571529,12.9854667659553,16.1345405200232,2.64355022627401,2.35028138926402,3.33404887943082,24.2781814946619,24.7882241992883,20.5543131672598,999.389131672598,1.17048114530688
