"date","ScatRed3000","ScatGreen3000","ScatBlue3000","RH3000","SAE3000","ScatRed4000","ScatGreen4000","ScatBlue4000","RH4000","SAE4000","fRHRed","fRHGreen","fRHBlue"
2023-05-29 06:50:00,20.6898826454835,25.6875817892118,31.0576164688401,50.1974,1.17789862620312,21.2433442839991,22.8824737283357,26.8135050787898,27.835,0.665210940921223,0.973946586228777,1.12258762291957,1.15828260339628
2023-05-29 06:55:00,20.9755944463456,25.2227692139104,30.446374962799,49.9314,1.07764317366819,21.2176558505589,22.8649705006215,26.8125346709432,27.271,0.668578230516029,0.988591510489277,1.10311837984767,1.13552766780359
2023-05-29 07:00:00,20.9833386960897,25.1580970644725,30.3602809298395,49.6704,1.06811244697607,21.1422540156394,22.8366159003941,26.8067715804663,27.512,0.67838695026256,0.99248352046891,1.1016560936263,1.13256013834812
2023-05-29 07:05:00,20.9144745038396,25.3205635877355,30.5902356167175,49.5654,1.10032471241072,21.1199710322899,22.8894403925504,26.8886007461125,27.635,0.690521551179932,0.990270037390862,1.10621156102953,1.1376655819898
2023-05-29 07:10:00,22.5629095649423,29.039107496532,35.9037928794168,49.5094,1.34805264175141,21.0970005807019,22.9944638639789,27.0356800305877,27.633,0.709936339716506,1.06948423680574,1.26287386687115,1.32801515770256
2023-05-29 07:15:00,31.7380893029223,43.8702631578421,55.4827891584637,49.4304,1.62499619377499,18.9581390152778,25.3848640407355,33.5997661202146,27.211,1.65690869000122,1.67411417741718,1.72820555932239,1.65128498097145
2023-05-29 07:20:00,32.7814820704744,38.2148865020076,46.8308926134755,49.4084,1.02690017288818,22.3308076107032,30.992577695141,40.174563518044,27.271,1.70598435678127,1.46799357380887,1.23303349846886,1.16568516276329
2023-05-29 07:25:00,39.5768574684383,49.4854877596786,62.1853109205766,49.3144,1.30686041435177,27.9371128740159,37.0784214182237,47.1937470573228,27.574,1.52115257931302,1.41664092660228,1.3346168975618,1.31765996128777
2023-05-29 07:30:00,34.9466728033536,41.8449659971962,51.0821449895467,49.3734,1.09634417023106,27.84465037508,36.4993764566337,46.1643578813975,27.654,1.46632157682903,1.25505877547774,1.14645700994136,1.10652779186886
2023-05-29 07:35:00,29.8398665985185,33.9679582729511,41.530834625468,49.1764,0.94924983028378,23.8188604565206,32.8361375916269,40.7907874512956,27.124,1.56700309560258,1.25278313179545,1.03446875194033,1.01814250766931
2023-05-29 07:40:00,25.1215104836497,29.6782580993866,36.5715162712465,49.2584,1.08227040485069,21.8595395342179,27.5529097800242,34.1462339535383,27.301,1.29212363444057,1.14922413824526,1.07713698249407,1.07102634864531
2023-05-29 07:45:00,24.3686102594652,28.8652891178368,35.4920252154257,48.9304,1.0841104597775,20.9247156416641,26.2825208630675,32.6840899772716,27.361,1.29125637762984,1.16458501404644,1.09826942659822,1.08591137890352
2023-05-29 07:50:00,24.1900646867646,28.6417411139133,35.2311286516896,49.0554,1.08395796822486,21.0875389496435,26.420240685813,33.0188062583573,27.473,1.29755241603585,1.14712602283888,1.0840832774583,1.06700188904535
2023-05-29 07:55:00,24.9470632272517,29.6650831366589,36.4084830075035,49.0304,1.09057043619003,21.3749030764083,27.1534138785204,33.8968405244923,27.051,1.335835060544,1.16711936134045,1.09249920725899,1.07409665455978
2023-05-29 08:00:00,24.9354425590086,30.987502661097,38.6706246988655,48.9694,1.26908613088284,21.9295810109765,28.0224358189888,35.4564887072021,27.361,1.39109581618411,1.13706880886268,1.10581046063451,1.09065014920698
2023-05-29 08:05:00,24.4817310093702,33.0271894921236,41.5491641559295,48.8554,1.53742036236522,22.6114231729556,27.6646513992785,34.3519785701213,27.473,1.20845643442876,1.08271517551587,1.19384079761023,1.20951298543451
2023-05-29 08:10:00,25.3426942265774,31.3324126763044,38.8579990700066,48.8184,1.23631172235043,22.3567159363625,27.4577266186899,34.0376829578233,27.202,1.21519551897235,1.13356068479442,1.14111459813928,1.14161704597097
2023-05-29 08:15:00,25.312886774218,30.6237937861519,37.7090273141348,48.7744,1.15140765172097,22.3375397106374,26.3937100531175,32.5422536375133,27.143,1.08432976817703,1.1331994079081,1.16026862932575,1.15877123121754
2023-05-29 08:20:00,25.2161373775739,29.8502829187966,36.4071841063225,48.9694,1.05960602482494,22.1164500395854,25.4565228217024,31.1916835618552,27.413,0.988453807938083,1.14015302331254,1.17259859596176,1.16720804871352
2023-05-29 08:25:00,24.9340278711369,28.9004809356815,35.0243028264611,48.7334,0.978635425405612,21.7430167932832,24.7132187186131,30.1439244219061,27.392,0.938051571697803,1.1467602728817,1.16943410992898,1.1619025557604
2023-05-29 08:30:00,24.6564289997147,28.0900454942219,33.92489982723,48.9634,0.917360336796392,21.4413143863087,24.1640602360316,29.434216976633,27.191,0.908824233544946,1.14994951127898,1.16247208539632,1.15256675094031
2023-05-29 08:35:00,24.4472478190822,27.6679969635959,33.328596246429,49.0694,0.890297366342811,21.2688236274144,23.8200481265689,28.9596513324579,27.512,0.884727422302476,1.14944052606516,1.1615424459506,1.15086317386267
2023-05-29 08:40:00,24.1661696716525,27.2528059110949,32.7652199055488,48.6754,0.87426584296463,20.9101723888678,23.5190282754049,28.5839870156756,27.523,0.896622274867427,1.15571355521288,1.15875560809605,1.14627885492602
2023-05-29 08:45:00,23.8512364749836,26.8445508776825,32.25818598122,49.0624,0.866947293778822,20.7825624279289,23.1409575096701,28.0842003764305,27.353,0.862424243384676,1.14765619291156,1.1600449491541,1.14862397892206
2023-05-29 08:50:00,29.3884329336352,39.2234413980336,49.379406319477,50.7224,1.50728030666292,21.2153575232766,25.19133178089,31.0687686473016,28.877,1.09986244180281,1.38524335031316,1.55702134921617,1.58935833215797
2023-05-29 08:55:00,49.2257041471451,62.3162757296189,76.866319786099,52.0264,1.29198617258102,26.62563967349,31.4275289518195,38.4421040359591,29.654,1.05901075838679,1.84880831975492,1.98285636217706,1.99953466943947
2023-05-29 09:00:00,50.3521573523515,62.1262780529581,76.2850920240971,52.1354,1.20242958512537,46.0433060020982,59.9714930918026,74.5972156520003,29.494,1.40068541143913,1.09358257962747,1.03593015364578,1.02262653313993
2023-05-29 09:05:00,49.3220397066395,59.8871454144832,73.2091382949405,51.9534,1.14198630584027,38.5439463775675,51.6039677941752,64.2894154973499,29.083,1.48742755247042,1.27963128693394,1.16051435527876,1.13874325545794
2023-05-29 09:10:00,42.8252104015348,51.9776459775865,62.5518899411564,51.7764,1.0970071879242,35.0534646720734,41.1032571185591,50.6184536422736,28.552,1.05813320504645,1.22171120036682,1.26456270430494,1.23575268385751
2023-05-29 09:15:00,47.7398132439681,62.4585735451341,75.1560734578428,51.9324,1.32139454265191,35.7380157951774,51.6542136273657,65.6457605194208,29.613,1.77223585555112,1.33582719078685,1.20916705838775,1.14487322354363
2023-05-29 09:20:00,44.0568073409652,51.3897309203323,62.1641742961535,51.0204,0.992452760963761,29.3269891528126,38.5364115622983,48.330217164818,28.575,1.45001032096437,1.50226152133793,1.3335370066114,1.28623825719959
2023-05-29 09:25:00,30.7419451961507,35.701987357326,43.809942467214,50.4654,1.01930465356913,21.7163611119855,28.0249558988898,35.97538996153,27.917,1.4609362646783,1.41561217542951,1.27393554109894,1.21777533236087
2023-05-29 09:30:00,24.6688048322293,29.5449169618844,36.3878562427377,50.4664,1.12175319033158,19.6549700373212,24.2582748452277,30.3835260015578,28.187,1.25870863392924,1.2550924669632,1.21793149555714,1.19761795391595
2023-05-29 09:35:00,23.4650007577445,28.0521745852697,34.4619803139233,49.9824,1.10924333262104,18.7461691298851,22.8386568815774,28.522983930758,28.016,1.21183479310767,1.25172245033982,1.22827602037744,1.20821791989165
2023-05-29 09:40:00,22.5957338619857,27.0289376402731,33.1332620029979,49.6624,1.10497852052423,18.1690937160235,22.3609823708996,28.0399899736834,27.888,1.25349967231128,1.24363571541592,1.20875448099491,1.18164314730835
2023-05-29 09:45:00,21.8776827296981,26.4163001247831,32.3787904561197,49.2694,1.13272675235099,18.2185307589674,21.9173874415552,27.3666047440865,27.676,1.17344196666129,1.20084780815432,1.20526683188061,1.18314970961519
2023-05-29 09:50:00,21.2278797585151,25.8460894618475,31.7004028386704,49.5804,1.15947650124344,17.9111695479525,21.668791726345,27.1278268885427,28.061,1.19761409063991,1.1851755242271,1.19277944927699,1.16855666209146
2023-05-29 09:55:00,21.0810062461918,25.5945629780851,31.3275444565079,49.5194,1.14525320137383,17.7973902438635,21.719333981323,27.1609890875244,27.97,1.22057734815724,1.18449985966119,1.17842301242269,1.1534021959052
2023-05-29 10:00:00,21.0068697513447,25.4404810468788,31.1375684713955,49.3234,1.1375978062304,17.5850926448456,21.8387140606961,27.4462717179929,27.626,1.28679104062459,1.19458396811472,1.16492578162672,1.13449173684973
2023-05-29 10:05:00,20.9893624889255,25.3386586842965,31.0091562222886,49.1544,1.12774509478487,17.3812377922883,21.7226832309917,27.3196066488803,27.585,1.30771222940394,1.20758732719474,1.16646081033607,1.135051343192
2023-05-29 10:10:00,20.7826602446593,25.0023170720788,30.6083276543256,49.1034,1.11835092866127,17.3533486866538,21.6533808348275,27.2030201793464,27.757,1.29993371255639,1.1976167032616,1.15466112487454,1.12518122813307
2023-05-29 10:15:00,20.4814012871804,24.8133958798771,30.4345496027834,48.3514,1.14464182070107,17.2324333024036,21.598213504208,27.1321453702947,27.062,1.31307040915862,1.18853796952306,1.14886334812102,1.1217155587005
2023-05-29 10:20:00,20.1160948444612,24.5414359641419,30.1833589281653,48.0724,1.17316143664076,17.1851317071458,21.5093120189353,27.0068861379053,27.214,1.30754690505032,1.17055226501969,1.14096796506263,1.11761714305159
2023-05-29 10:25:00,19.6989293396135,24.2562495168002,29.8993073013328,48.2694,1.20714545539574,17.024841164175,21.2912432953867,26.7438213856988,27.042,1.30621608933274,1.15706978700427,1.13925942136295,1.11798934303836
2023-05-29 10:30:00,19.5356380704606,24.0147836266304,29.6092369758888,47.4154,1.20282686223148,16.9689930653372,21.2353553260687,26.6585021691984,26.568,1.30660144963399,1.15125499758535,1.13088682802258,1.11068644397057
2023-05-29 10:35:00,19.3392058752408,23.7767589171943,29.3083913701209,46.8644,1.20255866724225,16.790010405701,21.1354865008119,26.5431590749889,26.203,1.32529166828075,1.15182810539976,1.12496861220965,1.10417871841553
2023-05-29 10:40:00,19.1733156830081,23.5725355770543,29.0487630697217,46.4794,1.20176606149571,16.7894186614367,20.981007420222,26.326084416587,26.093,1.30098612355586,1.14198806222201,1.12351781327404,1.10342132958516
2023-05-29 10:45:00,19.0536899804578,23.5821230124085,29.0898598313883,47.1674,1.22453575886695,16.7040617181022,20.9447092796173,26.311368062969,26.568,1.31433642044219,1.14066209177192,1.12592267085597,1.10560042950901
2023-05-29 10:50:00,19.0813625079076,23.6870747355986,29.224871036427,47.2194,1.23401652354176,16.6289623529242,21.0266575459252,26.4515694689604,26.437,1.34345626709141,1.14747764189581,1.12652591995959,1.10484449970808
2023-05-29 10:55:00,19.1415541036588,23.8163200389107,29.4129694320561,46.5894,1.24359921792279,16.6484763546085,21.0856384739194,26.5506456036538,26.235,1.350949350902,1.14974810282625,1.12950433387961,1.10780618562467
2023-05-29 11:00:00,19.1557219955808,23.8799165548939,29.5182192206915,46.6904,1.2518961925489,16.5865904260683,21.1392587728775,26.6760985904961,26.265,1.37577557287469,1.15489208472133,1.12964777107193,1.10654184008781
2023-05-29 11:05:00,19.2979302165678,23.9969805499257,29.669671646502,46.9084,1.2450273132606,16.6581077630526,21.2834741280034,26.8656184466341,26.778,1.38403354441463,1.15847072735177,1.12749358519209,1.10437329799192
2023-05-29 11:10:00,22.663973115899,26.8518875878694,32.2455895221843,48.2104,1.01879610743987,16.9274784900153,21.6554243697202,27.3426047190075,27.276,1.38864193494498,1.33888654055992,1.23996127387904,1.17931666911633
2023-05-29 11:15:00,25.6940143630381,31.9221484447116,39.0569646962818,48.4474,1.21311650850918,17.1821526581969,22.0498346666059,27.8374686236089,27.484,1.39765885390358,1.49538971479109,1.44772733797669,1.40303578692344
2023-05-29 11:20:00,26.211129276618,32.5020295201005,39.7856953370542,48.2284,1.20870759712244,17.4303733382657,22.3675345507588,28.2222066279572,27.356,1.3959289311359,1.5037617822606,1.45308949658012,1.40973014128676
